9,5,8,13,6
9,8,4,2,6
9,1,5,2,6
-1
11,8,4,6,5
11,1,2,4,5
11,1,8,10,5
-1
9,8,4,6,2
9,5,8,1,2
9,8,5,6,2
-1
4,8,6,5,1
4,8,5,6,1
4,8,6,13,1
-1
9,5,8,1,12
9,8,4,2,12
9,8,6,13,12
-1
8,4,6,5,7
8,6,4,5,7
8,6,5,4,7
-1
2,8,5,6,4
2,8,6,5,4
2,5,8,12,4
-1
1,8,5,10,13
1,8,6,4,13
1,8,4,6,13
-1
11,6,8,1,9
11,1,2,4,9
11,8,5,10,9
-1
6,5,8,2,4
6,8,13,1,4
6,1,5,10,4
-1
5,1,8,2,6
5,8,2,4,6
5,8,1,4,6
-1
6,5,8,2,11
6,8,1,4,11
6,4,8,5,11
-1
10,1,5,6,2
10,8,4,6,2
10,13,5,8,2
-1
13,5,6,4,8
13,1,2,5,8
13,5,2,4,8
-1
10,1,6,5,8
10,13,4,5,8
10,1,5,2,8
-1
3,4,8,5,10
3,8,6,13,10
3,8,6,5,10
-1
5,1,8,2,10
5,8,4,6,10
5,8,1,6,10
-1
12,8,4,6,5
12,8,13,1,5
12,8,6,4,5
-1
8,4,6,5,2
8,5,4,6,2
8,5,6,4,2
-1
6,4,8,5,12
6,2,8,5,12
6,8,5,10,12
-1
2,8,1,4,6
2,5,8,12,6
2,1,5,10,6
-1
12,1,8,2,4
12,8,13,6,4
12,8,6,5,4
-1
3,4,8,6,13
3,8,5,7,13
3,8,6,4,13
-1
1,5,6,4,12
1,8,4,2,12
1,8,5,10,12
-1
11,6,8,1,10
11,1,2,4,10
11,8,1,6,10
-1
6,8,5,10,1
6,8,4,2,1
6,8,5,12,1
-1
2,5,8,12,10
2,8,6,4,10
2,8,5,6,10
-1
7,2,8,5,13
7,8,6,4,13
7,2,8,1,13
-1
