27,23,30,8,11
27,22,23,21,11
27,23,30,21,11
-1
22,3,23,21,28
22,30,21,8,28
22,23,3,21,28
-1
23,1,22,28,21
23,8,30,16,21
23,22,30,16,21
-1
23,21,22,28,25
23,22,30,16,25
23,28,22,21,25
-1
13,23,30,16,29
13,14,16,11,29
13,14,23,30,29
-1
2,19,14,1,17
2,30,14,4,17
2,29,14,28,17
-1
7,23,22,28,6
7,30,16,28,6
7,21,23,30,6
-1
7,23,22,28,27
7,30,23,8,27
7,30,16,28,27
-1
7,22,28,23,1
7,30,16,23,1
7,23,22,28,1
-1
22,3,23,30,16
22,30,21,8,16
22,23,28,21,16
-1
28,23,30,21,27
28,22,21,7,27
28,23,22,21,27
-1
22,28,21,3,23
22,7,21,30,23
22,3,4,16,23
-1
7,28,23,21,30
7,22,28,16,30
7,22,28,23,30
-1
23,22,28,16,7
23,28,21,30,7
23,28,22,21,7
-1
16,8,30,7,29
16,30,22,6,29
16,4,8,22,29
-1
6,22,28,23,21
6,30,23,7,21
6,26,23,1,21
-1
16,30,8,23,21
16,30,22,6,21
16,13,23,22,21
-1
30,8,23,21,6
30,8,7,4,6
30,7,16,21,6
-1
3,30,21,23,22
3,29,23,27,22
3,23,21,30,22
-1
28,22,30,21,23
28,30,16,7,23
28,30,22,21,23
-1
22,3,23,21,1
22,28,21,30,1
22,28,23,21,1
-1
25,23,30,21,7
25,22,21,28,7
25,11,30,21,7
-1
23,22,16,28,29
23,28,21,30,29
23,30,16,7,29
-1
11,23,30,16,7
11,30,21,15,7
11,22,21,23,7
-1
24,23,30,16,8
24,23,22,28,8
24,30,21,15,8
-1
29,16,30,8,23
29,22,21,28,23
29,30,21,7,23
-1
6,26,22,28,11
6,26,23,4,11
6,23,22,28,11
-1
22,28,21,3,25
22,23,21,30,25
22,3,23,21,25
-1
29,22,21,23,30
29,28,23,21,30
29,23,28,21,30
-1
23,21,22,28,3
23,22,30,16,3
23,28,22,21,3
-1
21,23,30,28,16
21,22,30,3,16
21,23,22,28,16
-1
1,23,22,28,24
1,23,30,16,24
1,28,30,7,24
-1
