30
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.76,0.638,1.586,13.043,13.978,2.422,0.584,0.584,1.264,1.287,0.367,0.848,0.679,0.376,0.352,0.599,0.248,0.783,1.957,3.656,0.581,1.086,1.61,4.179,0.0,1.717,0.812,0.289
0.0,1.76,0.0,1.3,0.175,14.433,15.385,1.165,1.291,1.178,0.705,0.624,2.101,1.151,2.428,1.53,1.462,1.192,1.883,1.044,2.636,2.798,2.191,0.77,0.249,5.646,0.0,3.414,1.027,1.475
0.0,0.638,1.3,0.0,1.129,13.679,14.615,1.796,0.671,0.344,1.044,1.021,0.881,0.213,1.202,0.702,0.583,0.228,0.865,0.659,2.39,3.644,1.212,0.852,1.099,4.379,0.0,2.34,0.275,0.402
0.0,1.586,0.175,1.129,0.0,14.301,15.252,1.222,1.126,1.003,0.586,0.499,1.926,0.986,2.253,1.362,1.291,1.017,1.712,0.88,2.535,2.862,2.024,0.62,0.174,5.485,0.0,3.245,0.855,1.3
0.0,13.043,14.433,13.679,14.301,0.0,0.968,15.41,13.249,13.518,13.728,13.809,12.886,13.885,12.639,13.065,13.173,13.588,12.816,13.472,11.871,13.669,12.467,13.685,14.414,12.975,0.0,11.425,13.803,13.291
0.0,13.978,15.385,14.615,15.252,0.968,0.0,16.354,14.194,14.459,14.68,14.761,13.816,14.823,13.564,14.008,14.115,14.529,13.753,14.419,12.831,14.638,13.405,14.635,15.363,13.789,0.0,12.349,14.744,14.23
0.0,2.422,1.165,1.796,1.222,15.41,16.354,0.0,2.162,1.899,1.796,1.708,2.669,1.582,2.98,2.347,2.242,1.839,2.625,1.948,3.742,3.816,2.971,1.777,1.065,5.602,0.0,4.135,1.621,2.148
0.0,0.584,1.291,0.671,1.126,13.249,14.194,2.162,0.0,0.343,0.7,0.737,0.949,0.789,1.248,0.249,0.232,0.458,0.618,0.246,1.738,3.104,0.902,0.543,1.197,4.756,0.0,2.125,0.619,0.404
0.0,0.584,1.178,0.344,1.003,13.518,14.459,1.899,0.343,0.0,0.763,0.76,0.925,0.446,1.251,0.454,0.344,0.118,0.74,0.325,2.08,3.325,1.079,0.569,1.027,4.62,0.0,2.279,0.292,0.297
0.0,1.264,0.705,1.044,0.586,13.728,14.68,1.796,0.7,0.763,0.0,0.088,1.63,1.01,1.941,0.948,0.919,0.842,1.318,0.482,1.95,2.616,1.581,0.195,0.731,5.382,0.0,2.795,0.805,1.019
0.0,1.287,0.624,1.021,0.499,13.809,14.761,1.708,0.737,0.76,0.088,0.0,1.65,0.97,1.965,0.986,0.948,0.83,1.355,0.505,2.037,2.66,1.63,0.2,0.643,5.378,0.0,2.848,0.771,1.03
0.0,0.367,2.101,0.881,1.926,12.886,13.816,2.669,0.949,0.925,1.63,1.65,0.0,1.091,0.329,0.728,0.718,0.914,0.434,1.149,2.131,3.994,0.584,1.45,1.934,3.827,0.0,1.484,1.109,0.63
0.0,0.848,1.151,0.213,0.986,13.885,14.823,1.582,0.789,0.446,1.01,0.97,1.091,0.0,1.41,0.87,0.752,0.336,1.07,0.711,2.527,3.625,1.418,0.83,0.932,4.499,0.0,2.554,0.21,0.597
0.0,0.679,2.428,1.202,2.253,12.639,13.564,2.98,1.248,1.251,1.941,1.965,0.329,1.41,0.0,1.011,1.022,1.243,0.665,1.461,2.202,4.227,0.64,1.765,2.263,3.589,0.0,1.216,1.437,0.955
0.0,0.376,1.53,0.702,1.362,13.065,14.008,2.347,0.249,0.454,0.948,0.986,0.728,0.87,1.011,0.0,0.119,0.54,0.369,0.49,1.701,3.28,0.662,0.792,1.421,4.552,0.0,1.884,0.745,0.323
0.0,0.352,1.462,0.583,1.291,13.173,14.115,2.242,0.232,0.344,0.919,0.948,0.718,0.752,1.022,0.119,0.0,0.424,0.421,0.442,1.815,3.326,0.744,0.748,1.339,4.524,0.0,1.959,0.632,0.216
0.0,0.599,1.192,0.228,1.017,13.588,14.529,1.839,0.458,0.118,0.842,0.83,0.914,0.336,1.243,0.54,0.424,0.0,0.786,0.433,2.193,3.426,1.132,0.648,1.02,4.55,0.0,2.313,0.218,0.313
0.0,0.248,1.883,0.865,1.712,12.816,13.753,2.625,0.618,0.74,1.318,1.355,0.434,1.07,0.665,0.369,0.421,0.786,0.0,0.855,1.737,3.572,0.349,1.159,1.757,4.243,0.0,1.541,1.004,0.478
0.0,0.783,1.044,0.659,0.88,13.472,14.419,1.948,0.246,0.325,0.482,0.505,1.149,0.711,1.461,0.49,0.442,0.433,0.855,0.0,1.871,3.002,1.148,0.306,0.957,4.915,0.0,2.371,0.508,0.542
0.0,1.957,2.636,2.39,2.535,11.871,12.831,3.742,1.738,2.08,1.95,2.037,2.131,2.527,2.202,1.701,1.815,2.193,1.737,1.871,0.0,2.572,1.571,1.971,2.68,5.63,0.0,2.062,2.353,2.023
0.0,3.656,2.798,3.644,2.862,13.669,14.638,3.816,3.104,3.325,2.616,2.66,3.994,3.625,4.227,3.28,3.326,3.426,3.572,3.002,2.572,0.0,3.642,2.799,3.024,7.815,0.0,4.545,3.42,3.506
0.0,0.581,2.191,1.212,2.024,12.467,13.405,2.971,0.902,1.079,1.581,1.63,0.584,1.418,0.64,0.662,0.744,1.132,0.349,1.148,1.571,3.642,0.0,1.442,2.081,4.197,0.0,1.223,1.35,0.826
0.0,1.086,0.77,0.852,0.62,13.685,14.635,1.777,0.543,0.569,0.195,0.2,1.45,0.83,1.765,0.792,0.748,0.648,1.159,0.306,1.971,2.799,1.442,0.0,0.731,5.189,0.0,2.663,0.622,0.832
0.0,1.61,0.249,1.099,0.174,14.414,15.363,1.065,1.197,1.027,0.731,0.643,1.934,0.932,2.263,1.421,1.339,1.02,1.757,0.957,2.68,3.024,2.081,0.731,0.0,5.414,0.0,3.297,0.834,1.32
0.0,4.179,5.646,4.379,5.485,12.975,13.789,5.602,4.756,4.62,5.382,5.378,3.827,4.499,3.589,4.552,4.524,4.55,4.243,4.915,5.63,7.815,4.197,5.189,5.414,0.0,0.0,3.686,4.652,4.375
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.717,3.414,2.34,3.245,11.425,12.349,4.135,2.125,2.279,2.795,2.848,1.484,2.554,1.216,1.884,1.959,2.313,1.541,2.371,2.062,4.545,1.223,2.663,3.297,3.686,0.0,0.0,2.528,2.0
0.0,0.812,1.027,0.275,0.855,13.803,14.744,1.621,0.619,0.292,0.805,0.771,1.109,0.21,1.437,0.745,0.632,0.218,1.004,0.508,2.353,3.42,1.35,0.622,0.834,4.652,0.0,2.528,0.0,0.53
0.0,0.289,1.475,0.402,1.3,13.291,14.23,2.148,0.404,0.297,1.019,1.03,0.63,0.597,0.955,0.323,0.216,0.313,0.478,0.542,2.023,3.506,0.826,0.832,1.32,4.375,0.0,2.0,0.53,0.0
